0.0,-0.9978241920471191
0.002,-1.0031700134277344
0.004,-1.0085128545761108
0.006,-1.0138523578643799
0.008,-1.0191878080368042
0.01,-1.0245195627212524
0.012,-1.0298466682434082
0.014,-1.0351696014404297
0.016,-1.0404874086380005
0.018000000000000002,-1.0458003282546997
0.02,-1.0511078834533691
0.022,-1.056409478187561
0.024,-1.0617051124572754
0.026000000000000002,-1.0669947862625122
0.028,-1.0722779035568237
0.03,-1.0775542259216309
0.032,-1.0828235149383545
0.034,-1.0880858898162842
0.036000000000000004,-1.0933406352996826
0.038,-1.0985878705978394
0.04,-1.103826880455017
0.042,-1.1090580224990845
0.044,-1.1142804622650146
0.046,-1.1194947957992554
0.048,-1.1247000694274902
0.05,-1.1298964023590088
0.052000000000000005,-1.1350834369659424
0.054,-1.1402618885040283
0.056,-1.1454296112060547
0.058,-1.1505885124206543
0.06,-1.1557375192642212
0.062,-1.1608762741088867
0.064,-1.166005253791809
0.066,-1.1711235046386719
0.068,-1.1762315034866333
0.07,-1.1813291311264038
0.07200000000000001,-1.1864157915115356
0.074,-1.191491961479187
0.076,-1.1965569257736206
0.078,-1.2016111612319946
0.08,-1.2066543102264404
0.082,-1.2116862535476685
0.084,-1.2167071104049683
0.08600000000000001,-1.2217161655426025
0.088,-1.2267143726348877
0.09,-1.2317007780075073
0.092,-1.2366763353347778
0.094,-1.241639494895935
0.096,-1.2465918064117432
0.098,-1.2515321969985962
0.1,-1.256461262702942
0.10200000000000001,-1.2613787651062012
0.10400000000000001,-1.2662845849990845
0.106,-1.2711787223815918
0.108,-1.2760612964630127
0.11,-1.2809325456619263
0.112,-1.2857921123504639
0.114,-1.2906403541564941
0.116,-1.295477032661438
0.11800000000000001,-1.300302267074585
0.12,-1.3051161766052246
0.122,-1.309918999671936
0.124,-1.3147106170654297
0.126,-1.3194904327392578
0.128,-1.3242597579956055
0.13,-1.3290178775787354
0.132,-1.3337653875350952
0.134,-1.3385013341903687
0.136,-1.3432271480560303
0.138,-1.3479418754577637
0.14,-1.3526463508605957
0.14200000000000002,-1.3573404550552368
0.14400000000000002,-1.3620240688323975
0.146,-1.3666976690292358
0.148,-1.3713608980178833
0.15,-1.3760141134262085
0.152,-1.3806573152542114
0.154,-1.3852908611297607
0.156,-1.3899149894714355
0.158,-1.394529104232788
0.16,-1.3991341590881348
0.162,-1.403729796409607
0.164,-1.4083160161972046
0.166,-1.412893295288086
0.168,-1.41746187210083
0.17,-1.422021746635437
0.17200000000000001,-1.426572322845459
0.17400000000000002,-1.4311143159866333
0.176,-1.435647964477539
0.178,-1.4401735067367554
0.18,-1.4446903467178345
0.182,-1.4491993188858032
0.184,-1.4536998271942139
0.186,-1.458192229270935
0.188,-1.462677240371704
0.19,-1.467153787612915
0.192,-1.471623182296753
0.194,-1.4760843515396118
0.196,-1.4805381298065186
0.198,-1.4849841594696045
0.2,-1.4894226789474487
0.202,-1.4938538074493408
0.20400000000000001,-1.4982773065567017
0.20600000000000002,-1.5026934146881104
0.20800000000000002,-1.5071020126342773
0.21,-1.5115032196044922
0.212,-1.515897274017334
0.214,-1.5202836990356445
0.216,-1.5246628522872925
0.218,-1.5290344953536987
0.22,-1.5333986282348633
0.222,-1.5377551317214966
0.224,-1.5421042442321777
0.226,-1.5464458465576172
0.228,-1.5507795810699463
0.23,-1.5551061630249023
0.232,-1.5594242811203003
0.234,-1.5637348890304565
0.23600000000000002,-1.568037986755371
0.23800000000000002,-1.5723328590393066
0.24,-1.576619267463684
0.242,-1.5808978080749512
0.244,-1.5851680040359497
0.246,-1.5894296169281006
0.248,-1.5936833620071411
0.25,-1.5979279279708862
0.252,-1.6021640300750732
0.254,-1.6063915491104126
0.256,-1.6106098890304565
0.258,-1.6148192882537842
0.26,-1.619019865989685
0.262,-1.6232109069824219
0.264,-1.6273928880691528
0.266,-1.6315654516220093
0.268,-1.6357288360595703
0.27,-1.6398825645446777
0.272,-1.6440266370773315
0.274,-1.6481616497039795
0.276,-1.6522867679595947
0.278,-1.6564019918441772
0.28,-1.660508155822754
0.28200000000000003,-1.6646047830581665
0.28400000000000003,-1.6686915159225464
