iter,loss,loss_f,loss_bc
1.0,9.673771858215332,9.673771858215332,6.607729474694679e-09
2.0,9.449941635131836,9.449646949768066,0.00029467663262039423
3.0,8.550475120544434,8.544560432434082,0.005914756096899509
4.0,7.665818214416504,7.649191856384277,0.016626128926873207
5.0,6.792877197265625,6.7623186111450195,0.030558522790670395
6.0,5.951635837554932,5.905125141143799,0.04651075229048729
7.0,5.161902904510498,5.097832202911377,0.06407073885202408
8.0,4.438821792602539,4.355597496032715,0.08322414755821228
9.0,3.7893457412719727,3.685537338256836,0.10380828380584717
10.0,3.2130258083343506,3.0877718925476074,0.1252538561820984
11.0,2.7062270641326904,2.559521436691284,0.1467057168483734
12.0,2.2664437294006348,2.099172353744507,0.16727136075496674
13.0,1.893721580505371,1.7075191736221313,0.18620246648788452
14.0,1.588248610496521,1.3852390050888062,0.20300956070423126
15.0,1.3463599681854248,1.128842830657959,0.21751712262630463
16.0,1.1591862440109253,0.929356038570404,0.22983023524284363
17.0,1.0151381492614746,0.7749190926551819,0.24021899700164795
18.0,0.9032445549964905,0.6542512774467468,0.24899327754974365
19.0,0.8148516416549683,0.5584189891815186,0.2564326524734497
20.0,0.7437326908111572,0.48096534609794617,0.26276734471321106
21.0,0.6855649948120117,0.41738027334213257,0.26818475127220154
22.0,0.6373544931411743,0.36452117562294006,0.27283331751823425
23.0,0.5970016717910767,0.3201686441898346,0.2768329977989197
24.0,0.5629994869232178,0.2827225625514984,0.280276894569397
25.0,0.534237265586853,0.2509942948818207,0.28324294090270996
26.0,0.5098670721054077,0.2240740954875946,0.2857929766178131
27.0,0.4892193675041199,0.20123450458049774,0.2879848778247833
28.0,0.47174423933029175,0.18187850713729858,0.28986573219299316
29.0,0.45697447657585144,0.16548755764961243,0.291486918926239
30.0,0.44450438022613525,0.1516238898038864,0.29288047552108765
31.0,0.4339781403541565,0.13986662030220032,0.2941115200519562
32.0,0.4250842332839966,0.12994012236595154,0.29514411091804504
33.0,0.41755256056785583,0.12132799625396729,0.29622456431388855
34.0,0.411153644323349,0.11449933052062988,0.2966543138027191
35.0,0.40562790632247925,0.10618715733289719,0.29944074153900146
36.0,0.40064290165901184,0.10248204320669174,0.2981608510017395
37.0,0.39599609375,0.09180106222629547,0.30419501662254333
38.0,0.392903596162796,0.08858316391706467,0.30432042479515076
39.0,0.3901982009410858,0.08587067574262619,0.30432751774787903
40.0,0.3877595365047455,0.08326786756515503,0.30449166893959045
41.0,0.38557055592536926,0.08100494742393494,0.3045656085014343
42.0,0.3836062550544739,0.07888531684875488,0.304720938205719
43.0,0.3817451000213623,0.07659849524497986,0.30514660477638245
44.0,0.38007113337516785,0.07495182752609253,0.3051193058490753
45.0,0.37874117493629456,0.07316366583108902,0.30557751655578613
46.0,0.3776160776615143,0.07219322770833969,0.305422842502594
47.0,0.3766504228115082,0.07051282376050949,0.3061375916004181
48.0,0.3758207857608795,0.07001035660505295,0.30581042170524597
49.0,0.37510228157043457,0.06851296126842499,0.3065893352031708
50.0,0.37448590993881226,0.06813683360815048,0.3063490688800812
51.0,0.3739570379257202,0.06706348806619644,0.30689355731010437
52.0,0.3734970688819885,0.06681643426418304,0.3066806197166443
53.0,0.3730992376804352,0.06601929664611816,0.307079941034317
54.0,0.37275028228759766,0.06584298610687256,0.3069072961807251
55.0,0.3724440038204193,0.06521803885698318,0.3072259724140167
56.0,0.3721725642681122,0.0650758370757103,0.3070967197418213
57.0,0.3719308376312256,0.06456340104341507,0.3073674440383911
58.0,0.3717145621776581,0.06443923711776733,0.30727532505989075
59.0,0.37151920795440674,0.06400402635335922,0.3075151741504669
60.0,0.37134286761283875,0.0638880655169487,0.30745479464530945
61.0,0.371181845664978,0.06350760161876678,0.30767422914505005
62.0,0.3710346221923828,0.06337915360927582,0.3076554536819458
63.0,0.3708958923816681,0.06305695325136185,0.30783894658088684
64.0,0.3707733154296875,0.06286966055631638,0.3079036474227905
65.0,0.370655357837677,0.0627436488866806,0.3079117238521576
66.0,0.37053877115249634,0.062491126358509064,0.30804765224456787
67.0,0.37043315172195435,0.06240680813789368,0.30802634358406067
68.0,0.37033611536026,0.06217499077320099,0.3081611394882202
69.0,0.3702475130558014,0.06202639266848564,0.30822113156318665
70.0,0.3701637387275696,0.06192779168486595,0.30823594331741333
71.0,0.37008872628211975,0.061690423637628555,0.3083983063697815
72.0,0.3700244426727295,0.06163714826107025,0.30838727951049805
73.0,0.36996644735336304,0.061391279101371765,0.3085751533508301
74.0,0.3699162006378174,0.06132898107171059,0.3085872232913971
75.0,0.36987048387527466,0.06109971925616264,0.3087707757949829
76.0,0.36983001232147217,0.06104389205574989,0.3087861239910126
77.0,0.3697942793369293,0.06087053567171097,0.30892375111579895
78.0,0.3697628378868103,0.06084417924284935,0.30891865491867065
79.0,0.36973556876182556,0.06072292849421501,0.30901265144348145
80.0,0.3697119355201721,0.06073645129799843,0.308975487947464
81.0,0.3696916103363037,0.06064842641353607,0.30904316902160645
82.0,0.3696734309196472,0.06067662313580513,0.3089967966079712
83.0,0.3696572482585907,0.06060496345162392,0.3090522885322571
84.0,0.3696427345275879,0.060603994876146317,0.3090387284755707
85.0,0.36962950229644775,0.06053370237350464,0.3090957999229431
86.0,0.3696173429489136,0.06052406132221222,0.30909329652786255
87.0,0.3696061670780182,0.06045258790254593,0.30915358662605286
88.0,0.36959630250930786,0.06043523550033569,0.30916106700897217
89.0,0.3695867955684662,0.060368988662958145,0.30921781063079834
90.0,0.36957842111587524,0.06034761667251587,0.3092308044433594
91.0,0.36956989765167236,0.0602942556142807,0.30927562713623047
92.0,0.369562029838562,0.06027040258049965,0.30929163098335266
93.0,0.3695537745952606,0.06022701412439346,0.30932676792144775
94.0,0.3695454001426697,0.06019996851682663,0.30934542417526245
95.0,0.3695361912250519,0.060165874660015106,0.3093703091144562
96.0,0.3695261478424072,0.06013251468539238,0.30939364433288574
97.0,0.36951473355293274,0.06011192128062248,0.30940282344818115
98.0,0.36950188875198364,0.06006675586104393,0.3094351291656494
99.0,0.3694869577884674,0.06005287542939186,0.30943408608436584
100.0,0.36946967244148254,0.060004133731126785,0.30946552753448486
101.0,0.3694496750831604,0.05998431518673897,0.30946534872055054
102.0,0.3694252371788025,0.05996028706431389,0.3094649612903595
103.0,0.36939674615859985,0.05993945524096489,0.30945730209350586
104.0,0.36936357617378235,0.059957507997751236,0.3094060719013214
105.0,0.3693300187587738,0.05999612435698509,0.3093338906764984
106.0,0.36929944157600403,0.06004728004336357,0.30925217270851135
107.0,0.3692697286605835,0.06010286509990692,0.30916687846183777
108.0,0.3692372441291809,0.06016850471496582,0.3090687394142151
109.0,0.3692002296447754,0.06024840101599693,0.30895182490348816
