iter,eps,loss,loss_f,loss_BC,loss_eps
1.0,0.0,1.0014246702194214,0.0013225377770140767,0.0003196180914528668,1.0
2.0,0.05592046305537224,254.8431396484375,0.001047495286911726,0.5038829445838928,0.9440795183181763
3.0,0.027965379878878593,31.625579833984375,0.0011802123626694083,0.17507816851139069,0.9720346331596375
4.0,0.01996045559644699,10.325325965881348,0.0012416471727192402,0.09666460007429123,0.9800395369529724
5.0,0.016730718314647675,5.932129859924316,0.001268085092306137,0.0703391283750534,0.9832692742347717
6.0,0.013890165835618973,3.5091447830200195,0.001292041502892971,0.05021695792675018,0.9861098527908325
7.0,0.011619139462709427,2.3109607696533203,0.0013115963665768504,0.036349255591630936,0.9883808493614197
8.0,0.009737513959407806,1.6909918785095215,0.0013280111597850919,0.026446199044585228,0.990262508392334
9.0,0.008168482221662998,1.3670423030853271,0.0013417863519862294,0.01933569274842739,0.9918315410614014
10.0,0.006851367652416229,1.1960848569869995,0.001353343133814633,0.01419798843562603,0.9931486248970032
11.0,0.005742046050727367,1.1053107976913452,0.001362987095490098,0.010473293252289295,0.994257926940918
12.0,0.0048066396266222,1.0569103956222534,0.0013709471095353365,0.007768274284899235,0.995193362236023
13.0,0.004018845967948437,1.031039834022522,0.0013773869723081589,0.005803554318845272,0.9959811568260193
14.0,0.0033581184688955545,1.0171992778778076,0.0013824142515659332,0.0043789236806333065,0.9966418743133545
15.0,0.002808433026075363,1.0097999572753906,0.0013860862236469984,0.0033499756827950478,0.9971915483474731
16.0,0.0023573199287056923,1.0058536529541016,0.0013884188374504447,0.0026120056863874197,0.9976426959037781
17.0,0.001994871534407139,1.0037568807601929,0.001389400800690055,0.0020886182319372892,0.9980051517486572
18.0,0.001712509198114276,1.0026469230651855,0.0013890201225876808,0.0017234995029866695,0.9982874989509583
19.0,0.001501391176134348,1.0020594596862793,0.0013872982235625386,0.0014742957428097725,0.9984986186027527
20.0,0.001350731821730733,1.0017445087432861,0.001384307281114161,0.0013080161297693849,0.9986492395401001
21.0,0.0012467599008232355,1.0015678405761719,0.0013801114400848746,0.0011976843234151602,0.9987532496452332
22.0,0.001173139433376491,1.0014562606811523,0.0013744889292865992,0.0011202219175174832,0.9988268613815308
23.0,0.0011131508508697152,1.0013673305511475,0.0013662355486303568,0.0010556097840890288,0.9988868236541748
24.0,0.0010534758912399411,1.0012741088867188,0.001352014602161944,0.0009876750409603119,0.9989465475082397
25.0,0.0009874561801552773,1.0011570453643799,0.001325104502029717,0.0009052171371877193,0.9990125298500061
26.0,0.0009157571475952864,1.000999927520752,0.0012736275093629956,0.000801265996415168,0.9990842342376709
27.0,0.0008479745592921972,1.0007838010787964,0.0011781167704612017,0.0006735901697538793,0.9991520047187805
28.0,0.0008078439277596772,1.0004853010177612,0.0010113491443917155,0.0005308562540449202,0.9991921782493591
29.0,0.0008415089105255902,1.0000773668289185,0.0007512114243581891,0.00040951790288090706,0.999158501625061
30.0,0.0010214834474027157,0.9995702505111694,0.0004333628457970917,0.00039798000943847,0.9989784955978394
31.0,0.0013998962240293622,0.9991181492805481,0.00021221439237706363,0.0005530013586394489,0.9986001253128052
32.0,0.0019337525591254234,0.9987505674362183,0.00015318469377234578,0.0007287768530659378,0.998066246509552
33.0,0.002984205260872841,0.9980973601341248,0.00025187048595398664,0.0009108965168707073,0.9970157742500305
34.0,0.005172589793801308,0.9969192743301392,0.0006775465444661677,0.0011892569018527865,0.994827389717102
35.0,0.006802682764828205,0.9968833327293396,0.001048679114319384,0.0016239893157035112,0.9931973218917847
36.0,0.00705296453088522,0.99701988697052,0.0010558299254626036,0.0017369588604196906,0.9929470419883728
37.0,0.0070741488598287106,0.997056245803833,0.0010113264434039593,0.0017660887679085135,0.9929258227348328
38.0,0.007048542145639658,0.9970654249191284,0.000958080287091434,0.0017764894291758537,0.9929514527320862
39.0,0.007014322094619274,0.9970647096633911,0.0009097234578803182,0.001780262915417552,0.9929856657981873
40.0,0.006975483614951372,0.9970600008964539,0.0008553597144782543,0.0017832834273576736,0.9930245280265808
41.0,0.006929590832442045,0.9970507621765137,0.0007822209154255688,0.0017883352702483535,0.9930704236030579
42.0,0.006882539018988609,0.9970346689224243,0.0006848141783848405,0.001797888078726828,0.9931174516677856
43.0,0.006851340644061565,0.997006893157959,0.0005664242780767381,0.001814327435567975,0.993148684501648
44.0,0.0068682096898555756,0.9969607591629028,0.0004460563650354743,0.0018392547499388456,0.9931318163871765
45.0,0.006977926008403301,0.9968950748443604,0.0003641315270215273,0.0018732011085376143,0.993022084236145
46.0,0.0072281695902347565,0.9968072175979614,0.0003662941453512758,0.0019154943292960525,0.9927718043327332
47.0,0.007591982372105122,0.9967156052589417,0.00045402508112601936,0.001963044283911586,0.992408037185669
48.0,0.00797193218022585,0.996672511100769,0.0005912687047384679,0.002013253280892968,0.9920280575752258
49.0,0.00827559269964695,0.9966650605201721,0.0007216358208097517,0.002054012380540371,0.99172443151474
50.0,0.008508212864398956,0.9966650009155273,0.0008320893975906074,0.002083532977849245,0.9914917945861816
51.0,0.008698445744812489,0.9966582655906677,0.0009298051591031253,0.0021040195133537054,0.9913015365600586
52.0,0.008879406377673149,0.9966360926628113,0.0010297385742887855,0.0021179646719247103,0.9911205768585205
53.0,0.009086485020816326,0.9965866208076477,0.0011519689578562975,0.0021262988448143005,0.9909135103225708
54.0,0.009363737888634205,0.9964888095855713,0.001324774813838303,0.0021278492640703917,0.9906362891197205
55.0,0.009775129146873951,0.9963103532791138,0.0015894145471975207,0.0021203875076025724,0.9902248978614807
56.0,0.010422847233712673,0.9960141777992249,0.0020017477218061686,0.0021060039289295673,0.9895771741867065
57.0,0.011519226245582104,0.9955763816833496,0.002619783394038677,0.002115624723955989,0.9884807467460632
58.0,0.013726739212870598,0.9952106475830078,0.003400594461709261,0.0023530335165560246,0.9862732887268066
59.0,0.016396859660744667,0.9972953200340271,0.003241609549149871,0.003232740331441164,0.9836031198501587
60.0,0.015461471863090992,0.9946718811988831,0.0032583733554929495,0.0026220083236694336,0.9845385551452637
61.0,0.015094823203980923,0.9933542013168335,0.003023439319804311,0.0023292871192097664,0.9849051833152771
62.0,0.014808966778218746,0.9925958514213562,0.0027376043144613504,0.0021603647619485855,0.9851910471916199
63.0,0.014531219378113747,0.9921098351478577,0.0024547744542360306,0.002046030480414629,0.9854688048362732
64.0,0.014265923760831356,0.9917734861373901,0.0022409523371607065,0.0019489575643092394,0.9857341051101685
65.0,0.014051109552383423,0.991554319858551,0.002090516733005643,0.001874794252216816,0.985948920249939
66.0,0.01390228234231472,0.9914202690124512,0.0019890982657670975,0.0018257771153002977,0.9860976934432983
67.0,0.01379467360675335,0.9913249015808105,0.0019104833481833339,0.0017913844203576446,0.9862053394317627
68.0,0.013709601946175098,0.9912409782409668,0.0018356089713051915,0.0017649371875450015,0.9862903952598572
69.0,0.013644574210047722,0.9911542534828186,0.0017540360568091273,0.001744929701089859,0.9863554239273071
70.0,0.01361509133130312,0.9910580515861511,0.0016621110262349248,0.0017352275317534804,0.986384928226471
71.0,0.013653194531798363,0.9909482002258301,0.001563982223160565,0.0017428300343453884,0.9863467812538147
72.0,0.013807221315801144,0.9908199906349182,0.0014764623483642936,0.0017750347033143044,0.9861927628517151
73.0,0.014133315533399582,0.9906598925590515,0.0014400589279830456,0.0018311691237613559,0.9858666658401489
74.0,0.014665842987596989,0.9904398322105408,0.0015240837819874287,0.0018925111507996917,0.9853341579437256
75.0,0.015356089919805527,0.9901060461997986,0.0017671507084742188,0.0019222324481233954,0.9846439361572266
76.0,0.016333958134055138,0.9890654683113098,0.0019991721492260695,0.001843967940658331,0.9836660623550415
77.0,0.01716632768511772,0.9878510236740112,0.0026552516501396894,0.0015368990134447813,0.9828336834907532
78.0,0.017933540046215057,0.9872875809669495,0.0027943295426666737,0.0015578101156279445,0.9820664525032043
79.0,0.019107142463326454,0.9866701364517212,0.0028249495662748814,0.0017182398587465286,0.9808928370475769
80.0,0.019505232572555542,0.9867774248123169,0.0027584305498749018,0.0018772969488054514,0.9804947376251221
81.0,0.01972443237900734,0.9867511987686157,0.002811034908518195,0.0019143132958561182,0.980275571346283
82.0,0.01998879201710224,0.9867035746574402,0.002828526310622692,0.0019656678196042776,0.9800112247467041
83.0,0.020646099001169205,0.9864522814750671,0.002967173233628273,0.0020325318910181522,0.9793539047241211
84.0,0.022072970867156982,0.9857242703437805,0.0034243313129991293,0.0020911500323563814,0.977927029132843
85.0,0.02699025347828865,0.9836488962173462,0.006153396796435118,0.0021179483737796545,0.9730097651481628
86.0,0.02870078757405281,0.98238605260849,0.0064600068144500256,0.0021509970538318157,0.9712992310523987
87.0,0.035470932722091675,0.9797017574310303,0.008654342032968998,0.00255311350338161,0.9645290374755859
