iter,mu,Loss_mu,Loss,Loss_f,Loss_BC
57.0,0.33308008313179016,0.2530800700187683,0.294259250164032,0.03795197233557701,0.0032272120006382465
58.0,0.32855093479156494,0.24855093657970428,0.28921496868133545,0.037318065762519836,0.003345952369272709
59.0,0.32348987460136414,0.24348987638950348,0.28465187549591064,0.03765875846147537,0.003503237385302782
60.0,0.31891828775405884,0.23891828954219818,0.2798239290714264,0.03733200952410698,0.003573637455701828
61.0,0.3139800429344177,0.23398004472255707,0.2754073143005371,0.037573859095573425,0.0038533988408744335
62.0,0.3096112310886383,0.22961123287677765,0.27110278606414795,0.037629127502441406,0.00386241776868701
63.0,0.305149644613266,0.22514964640140533,0.26704055070877075,0.03769737854599953,0.004193519242107868
64.0,0.3012627363204956,0.22126273810863495,0.2634528875350952,0.03797614574432373,0.004214019514620304
65.0,0.2967580556869507,0.21675805747509003,0.2595166862010956,0.038299497216939926,0.004459140822291374
66.0,0.2928161919116974,0.21281619369983673,0.255696177482605,0.038412418216466904,0.004467573948204517
67.0,0.2887449860572815,0.20874498784542084,0.25231266021728516,0.03916618600487709,0.004401488229632378
68.0,0.284969687461853,0.20496968924999237,0.24840621650218964,0.038795728236436844,0.004640801809728146
69.0,0.2805953919887543,0.20059539377689362,0.24524004757404327,0.04013919457793236,0.004505462944507599
70.0,0.2774331271648407,0.19743312895298004,0.2425650954246521,0.040604118257761,0.004527849145233631
71.0,0.27471503615379333,0.19471503794193268,0.2404077649116516,0.04117137938737869,0.004521338269114494
72.0,0.2714991867542267,0.19149918854236603,0.2378147542476654,0.04179773107171059,0.004517829045653343
73.0,0.26800864934921265,0.188008651137352,0.23491522669792175,0.04225613549351692,0.004650447051972151
74.0,0.2647545337677002,0.18475453555583954,0.2320091724395752,0.04255261644721031,0.004702023230493069
75.0,0.2614157497882843,0.18141575157642365,0.22902151942253113,0.04280423745512962,0.004801538307219744
76.0,0.25799432396888733,0.17799432575702667,0.22560372948646545,0.04263554885983467,0.004973853472620249
77.0,0.25443217158317566,0.174432173371315,0.22220683097839355,0.04262248054146767,0.005152180790901184
78.0,0.2511642277240753,0.17116422951221466,0.2184278666973114,0.041611842811107635,0.005651799030601978
79.0,0.24828194081783295,0.1682819426059723,0.21557506918907166,0.04134567826986313,0.005947457626461983
80.0,0.24598437547683716,0.1659843772649765,0.21271969377994537,0.04008354991674423,0.006651769857853651
81.0,0.24436146020889282,0.16436146199703217,0.21094056963920593,0.039595358073711395,0.006983748637139797
82.0,0.2430121749639511,0.16301217675209045,0.20921096205711365,0.03864777088165283,0.007551005110144615
83.0,0.24189862608909607,0.1618986278772354,0.20784297585487366,0.038078051060438156,0.007866292260587215
84.0,0.24090033769607544,0.16090033948421478,0.20649582147598267,0.037269964814186096,0.008325517177581787
85.0,0.24000966548919678,0.16000966727733612,0.20524749159812927,0.0366157665848732,0.008622057735919952
86.0,0.2391422539949417,0.15914225578308105,0.2039388120174408,0.035788364708423615,0.009008191525936127
87.0,0.23831872642040253,0.15831872820854187,0.20262876152992249,0.03505489230155945,0.009255144745111465
88.0,0.2375337928533554,0.15753379464149475,0.20129279792308807,0.034207623451948166,0.009551377967000008
89.0,0.2367861568927765,0.15678615868091583,0.2000061273574829,0.03351283445954323,0.009707139804959297
90.0,0.2361445277929306,0.15614452958106995,0.19878174364566803,0.03274979814887047,0.009887414053082466
91.0,0.23547592759132385,0.1554759293794632,0.19764870405197144,0.03220176696777344,0.009971012361347675
92.0,0.23502054810523987,0.1550205498933792,0.19661125540733337,0.031557366251945496,0.010033341124653816
93.0,0.23436900973320007,0.15436901152133942,0.19565877318382263,0.03118768334388733,0.010102085769176483
94.0,0.23405183851718903,0.15405184030532837,0.1948045790195465,0.03066233918070793,0.010090402327477932
95.0,0.2335350662469864,0.15353506803512573,0.19406723976135254,0.030399104580283165,0.01013307087123394
96.0,0.233251690864563,0.15325169265270233,0.19343295693397522,0.030076108872890472,0.010105160996317863
97.0,0.23285424709320068,0.15285424888134003,0.1928286999464035,0.02985277771949768,0.01012167613953352
98.0,0.23254959285259247,0.1525495946407318,0.19222491979599,0.029606426134705544,0.010068891569972038
99.0,0.23210135102272034,0.15210135281085968,0.19154247641563416,0.02937387116253376,0.010067244991660118
100.0,0.23168015480041504,0.15168015658855438,0.190778449177742,0.02912049926817417,0.009977797977626324
101.0,0.23108994960784912,0.15108995139598846,0.1898784041404724,0.028865482658147812,0.009922975674271584
102.0,0.2304632067680359,0.15046320855617523,0.18883125483989716,0.028595848008990288,0.009772202000021935
103.0,0.22957415878772736,0.1495741605758667,0.1875534951686859,0.028309082612395287,0.009670254774391651
104.0,0.22858436405658722,0.14858436584472656,0.18606571853160858,0.028053071349859238,0.009428284130990505
105.0,0.22733107209205627,0.14733107388019562,0.18432578444480896,0.027682427316904068,0.009312278591096401
106.0,0.22592848539352417,0.1459284871816635,0.18245504796504974,0.027536066249012947,0.008990494534373283
107.0,0.22442330420017242,0.14442330598831177,0.18040414154529572,0.027226919308304787,0.00875391811132431
108.0,0.22276775538921356,0.1427677571773529,0.1782599240541458,0.027213452383875847,0.008278709836304188
109.0,0.22123724222183228,0.14123724400997162,0.1761208474636078,0.0268905907869339,0.007993004284799099
110.0,0.21965408325195312,0.13965408504009247,0.17406797409057617,0.02666761912405491,0.007746277842670679
111.0,0.21837906539440155,0.1383790671825409,0.17213205993175507,0.026233309879899025,0.007519682869315147
112.0,0.21689918637275696,0.1368991881608963,0.17020392417907715,0.025953983888030052,0.007350749336183071
113.0,0.21590498089790344,0.13590498268604279,0.16858643293380737,0.02546285092830658,0.007218598388135433
114.0,0.2148786336183548,0.13487863540649414,0.1670970320701599,0.025091953575611115,0.007126449141651392
115.0,0.21408352255821228,0.13408352434635162,0.16580677032470703,0.024689916521310806,0.007033335976302624
116.0,0.21331872045993805,0.1333187222480774,0.16454671323299408,0.024262376129627228,0.006965612061321735
117.0,0.21259523928165436,0.1325952410697937,0.16339822113513947,0.023912422358989716,0.006890552584081888
118.0,0.2119779735803604,0.13197797536849976,0.16221733391284943,0.02339809574186802,0.0068412646651268005
119.0,0.21132329106330872,0.13132329285144806,0.16116872429847717,0.023054229095578194,0.006791207008063793
120.0,0.2108156383037567,0.13081564009189606,0.16008955240249634,0.022519724443554878,0.006754186470061541
121.0,0.21024289727210999,0.13024289906024933,0.1591038852930069,0.022144000977277756,0.006716989912092686
122.0,0.20978616178035736,0.1297861635684967,0.1580548733472824,0.021591326221823692,0.0066773793660104275
123.0,0.20927464962005615,0.1292746514081955,0.15705545246601105,0.02114744670689106,0.006633353419601917
124.0,0.20884403586387634,0.12884403765201569,0.15604734420776367,0.02060767635703087,0.006595626473426819
125.0,0.20845691859722137,0.12845692038536072,0.15509340167045593,0.020080046728253365,0.006556430831551552
126.0,0.20803728699684143,0.12803728878498077,0.15417180955410004,0.019610246643424034,0.006524278782308102
127.0,0.20775684714317322,0.12775684893131256,0.15329493582248688,0.01903674565255642,0.006501338444650173
128.0,0.20738089084625244,0.12738089263439178,0.15249618887901306,0.018634727224707603,0.006480563897639513
129.0,0.20715755224227905,0.1271575540304184,0.15175673365592957,0.018131136894226074,0.006468051113188267
130.0,0.20684579014778137,0.12684579193592072,0.15109288692474365,0.017791608348488808,0.006455478258430958
131.0,0.20662827789783478,0.12662827968597412,0.15047846734523773,0.017401080578565598,0.006449101027101278
132.0,0.20632921159267426,0.1263292133808136,0.14989140629768372,0.017119571566581726,0.006442615762352943
133.0,0.20606954395771027,0.1260695457458496,0.14932148158550262,0.01680651493370533,0.006445423699915409
134.0,0.2057255357503891,0.12572553753852844,0.1487390100955963,0.016563957557082176,0.006449522450566292
135.0,0.2053787112236023,0.12537871301174164,0.14815489947795868,0.016308369114995003,0.006467812694609165
136.0,0.20494219660758972,0.12494219839572906,0.1475244164466858,0.016092998906970024,0.006489221937954426
137.0,0.20445942878723145,0.12445943057537079,0.1468752920627594,0.01588740199804306,0.006528458558022976
138.0,0.20385923981666565,0.12385924160480499,0.14613251388072968,0.015699319541454315,0.0065739513374865055
139.0,0.20316921174526215,0.12316921353340149,0.14533883333206177,0.01553212758153677,0.006637498736381531
140.0,0.20233014225959778,0.12233014404773712,0.14441175758838654,0.015381894074380398,0.0066997213289141655
141.0,0.20134951174259186,0.1213495135307312,0.14335744082927704,0.015226260758936405,0.006781667936593294
142.0,0.20024746656417847,0.12024746835231781,0.1422223001718521,0.015145915560424328,0.006828918121755123
143.0,0.19903354346752167,0.11903354525566101,0.14093796908855438,0.015010458417236805,0.006893967278301716
144.0,0.19771352410316467,0.11771352589130402,0.13966472446918488,0.015034843236207962,0.00691635999828577
145.0,0.19629554450511932,0.11629554629325867,0.1381523162126541,0.01492526289075613,0.006931507959961891
146.0,0.1946396827697754,0.11463968455791473,0.1367214173078537,0.015148680657148361,0.006933046039193869
147.0,0.1929861456155777,0.11298614740371704,0.13498030602931976,0.015104742720723152,0.0068894121795892715
148.0,0.19138985872268677,0.11138986051082611,0.13359752297401428,0.015350774861872196,0.006856888998299837
149.0,0.18990179896354675,0.1099018007516861,0.13213160634040833,0.015438875183463097,0.006790936458855867
150.0,0.18837952613830566,0.10837952792644501,0.1307610273361206,0.015662387013435364,0.006719118915498257
151.0,0.18681441247463226,0.1068144142627716,0.12924352288246155,0.01581951417028904,0.006609601899981499
152.0,0.18512748181819916,0.1051274836063385,0.1277257204055786,0.01610293798148632,0.006495302077382803
153.0,0.18347324430942535,0.1034732460975647,0.12612761557102203,0.016313422471284866,0.0063409446738660336
154.0,0.1817941963672638,0.10179419815540314,0.12464068830013275,0.01665184460580349,0.006194643210619688
155.0,0.18020212650299072,0.10020212829113007,0.12311477959156036,0.016898663714528084,0.006013992242515087
156.0,0.17859946191310883,0.09859946370124817,0.12173046916723251,0.01729554682970047,0.005835456773638725
157.0,0.17709361016750336,0.0970936119556427,0.12029970437288284,0.017573360353708267,0.005632733926177025
158.0,0.17555101215839386,0.0955510139465332,0.11902305483818054,0.01805008575320244,0.005421959795057774
159.0,0.17413076758384705,0.09413076937198639,0.11770714074373245,0.018373003229498863,0.005203370004892349
160.0,0.17270322144031525,0.09270322322845459,0.11657389998435974,0.018897077068686485,0.004973602015525103
161.0,0.17139482498168945,0.0913948267698288,0.11542312800884247,0.01927804946899414,0.004750253167003393
162.0,0.1700974553823471,0.09009745717048645,0.11441461741924286,0.01980866864323616,0.00450848788022995
163.0,0.16884100437164307,0.08884100615978241,0.11336125433444977,0.020239055156707764,0.004281196743249893
164.0,0.16753798723220825,0.0875379890203476,0.11233991384506226,0.02081592194736004,0.00398600148037076
165.0,0.16612185537815094,0.08612185716629028,0.11121097207069397,0.021361805498600006,0.0037273121997714043
166.0,0.16486574709415436,0.0848657488822937,0.11017963290214539,0.021906474605202675,0.003407407086342573
167.0,0.16362735629081726,0.0836273580789566,0.10924789309501648,0.022464556619524956,0.0031559811905026436
168.0,0.16226191818714142,0.08226191997528076,0.10818152129650116,0.0230764951556921,0.002843109890818596
169.0,0.16105039417743683,0.08105039596557617,0.10732138156890869,0.02369515411555767,0.0025758305564522743
170.0,0.16018441319465637,0.08018441498279572,0.10672001540660858,0.02413173019886017,0.0024038655683398247
171.0,0.15919353067874908,0.07919353246688843,0.10602249950170517,0.024539487436413765,0.0022894772700965405
172.0,0.15828321874141693,0.07828322052955627,0.10522302985191345,0.0247954074293375,0.0021444030571728945
173.0,0.15734122693538666,0.077341228723526,0.1044929027557373,0.025139672681689262,0.002012004144489765
174.0,0.15654604136943817,0.07654604315757751,0.10371892899274826,0.025278959423303604,0.0018939257133752108
175.0,0.15568062663078308,0.07568062841892242,0.10296950489282608,0.02550709992647171,0.0017817748012021184
176.0,0.15488973259925842,0.07488973438739777,0.10214360803365707,0.02555697038769722,0.0016969016287475824
177.0,0.1539003700017929,0.07390037178993225,0.10132014751434326,0.02585802786052227,0.001561748911626637
178.0,0.1530919373035431,0.07309193909168243,0.10052958130836487,0.025941718369722366,0.001495920354500413
179.0,0.15261147916316986,0.0726114809513092,0.10001619160175323,0.02595178596675396,0.0014529263135045767
180.0,0.15209023654460907,0.07209023833274841,0.09944097697734833,0.025928983464837074,0.001421752735041082
181.0,0.15159331262111664,0.07159331440925598,0.09884922206401825,0.025869889184832573,0.0013860230101272464
182.0,0.15108101069927216,0.0710810124874115,0.09821415692567825,0.02576134353876114,0.0013717993861064315
183.0,0.15055067837238312,0.07055068016052246,0.09759962558746338,0.025705166161060333,0.0013437792658805847
184.0,0.15007729828357697,0.07007730007171631,0.09692651778459549,0.025500120595097542,0.0013490950223058462
185.0,0.14958243072032928,0.06958243250846863,0.09638865292072296,0.025466550141572952,0.0013396656140685081
186.0,0.14919427037239075,0.06919427216053009,0.09580351412296295,0.025248000398278236,0.0013612452894449234
187.0,0.14876197278499603,0.06876197457313538,0.09531383961439133,0.025181934237480164,0.001369932433590293
188.0,0.1484106183052063,0.06841062009334564,0.09484434127807617,0.02503618597984314,0.0013975317124277353
189.0,0.14813962578773499,0.06813962757587433,0.09445614367723465,0.024892019107937813,0.0014244948979467154
190.0,0.1478424221277237,0.06784242391586304,0.09409669041633606,0.024804243817925453,0.0014500246616080403
191.0,0.14761985838413239,0.06761986017227173,0.09375075995922089,0.02464347332715988,0.0014874241314828396
192.0,0.1473705917596817,0.06737059354782104,0.09345479309558868,0.0245673730969429,0.0015168290119618177
193.0,0.14717158675193787,0.06717158854007721,0.09316398203372955,0.0244338009506464,0.0015585959190502763
194.0,0.14698074758052826,0.0669807493686676,0.09292782098054886,0.024355459958314896,0.0015916111879050732
195.0,0.1468140184879303,0.06681402027606964,0.09270365536212921,0.02425818331539631,0.0016314545646309853
196.0,0.1466621458530426,0.06666214764118195,0.09251368790864944,0.024185488000512123,0.0016660501714795828
197.0,0.14652077853679657,0.06652078032493591,0.09233316779136658,0.024108776822686195,0.0017036081990227103
198.0,0.14638574421405792,0.06638574600219727,0.09217006713151932,0.024045361205935478,0.001738960505463183
199.0,0.14625294506549835,0.0662529468536377,0.09200665354728699,0.023979095742106438,0.0017746125813573599
200.0,0.14611326158046722,0.06611326336860657,0.09184440970420837,0.023920144885778427,0.001811003196053207
201.0,0.14595499634742737,0.06595499813556671,0.09165529161691666,0.023856710642576218,0.0018435835372656584
202.0,0.1457252949476242,0.06572529673576355,0.0913817435503006,0.02378433756530285,0.0018721125088632107
203.0,0.1454256922006607,0.06542569398880005,0.0910327136516571,0.023704640567302704,0.0019023825880140066
204.0,0.1451103389263153,0.06511034071445465,0.09065569937229156,0.023615647107362747,0.0019297085236757994
205.0,0.14473828673362732,0.06473828852176666,0.09023219347000122,0.02353760600090027,0.001956302672624588
206.0,0.14434334635734558,0.06434334814548492,0.08978521823883057,0.023465028032660484,0.001976841129362583
207.0,0.14391304552555084,0.06391304731369019,0.0892781913280487,0.023364558815956116,0.002000586362555623
208.0,0.14334774017333984,0.06334774196147919,0.08875399827957153,0.02339189499616623,0.0020143610890954733
209.0,0.14276550710201263,0.06276550889015198,0.08803608268499374,0.023223979398608208,0.0020465918350964785
210.0,0.14221110939979553,0.062211111187934875,0.08753612637519836,0.023255251348018646,0.002069766167551279
211.0,0.1417093276977539,0.06170932948589325,0.08701267838478088,0.023209096863865852,0.0020942562259733677
212.0,0.14123205840587616,0.0612320601940155,0.08654093742370605,0.023202329874038696,0.002106551080942154
213.0,0.1407165676355362,0.06071656942367554,0.08603141456842422,0.023198852315545082,0.002115994691848755
214.0,0.14018845558166504,0.06018845736980438,0.08550596237182617,0.02320270985364914,0.0021147928200662136
215.0,0.13958652317523956,0.059586524963378906,0.08495413511991501,0.023257462307810783,0.0021101469174027443
216.0,0.13900204002857208,0.059002041816711426,0.08438384532928467,0.02327713742852211,0.0021046665497124195
217.0,0.13841678202152252,0.058416783809661865,0.08389225602149963,0.02338755875825882,0.0020879139192402363
218.0,0.13789299130439758,0.057892993092536926,0.0834064930677414,0.02342740073800087,0.0020860976073890924
219.0,0.13726301491260529,0.05726301670074463,0.0829494297504425,0.023629892617464066,0.002056519966572523
220.0,0.13670554757118225,0.056705549359321594,0.08248776942491531,0.023732956498861313,0.0020492644980549812
221.0,0.13624757528305054,0.05624757707118988,0.08216456323862076,0.023875828832387924,0.002041157800704241
222.0,0.13585294783115387,0.05585294961929321,0.08187643438577652,0.024002790451049805,0.0020206919871270657
223.0,0.135461688041687,0.055461689829826355,0.08160972595214844,0.0241384319961071,0.002009608317166567
224.0,0.1350874900817871,0.05508749186992645,0.08134396374225616,0.02427944354712963,0.0019770304206758738
225.0,0.1346864551305771,0.05468645691871643,0.08106845617294312,0.024414610117673874,0.0019673898350447416
226.0,0.13427893817424774,0.054278939962387085,0.08077331632375717,0.02457066811621189,0.0019237067317590117
227.0,0.13381977379322052,0.05381977558135986,0.08041773736476898,0.024676315486431122,0.0019216424552723765
228.0,0.1333141326904297,0.05331413447856903,0.08001749217510223,0.02482348307967186,0.001879876828752458
229.0,0.13280436396598816,0.0528043657541275,0.07958710193634033,0.02489696443080902,0.0018857738468796015
230.0,0.13227704167366028,0.05227704346179962,0.07914953678846359,0.024997536092996597,0.0018749588634818792
231.0,0.13176368176937103,0.051763683557510376,0.07872451096773148,0.02507154271006584,0.0018892866792157292
232.0,0.13130274415016174,0.051302745938301086,0.07830744236707687,0.02509916014969349,0.0019055345328524709
233.0,0.13069641590118408,0.050696417689323425,0.07787522673606873,0.025228992104530334,0.0019498139154165983
234.0,0.1301943063735962,0.050194308161735535,0.07741859555244446,0.02522335574030876,0.0020009269937872887
235.0,0.12979577481746674,0.04979577660560608,0.07710457593202591,0.025255395099520683,0.0020534046925604343
236.0,0.1294407695531845,0.04944077134132385,0.07680342346429825,0.025254765525460243,0.0021078886929899454
237.0,0.12909705936908722,0.04909706115722656,0.0764959305524826,0.02522766776382923,0.0021711993031203747
238.0,0.12870804965496063,0.048708051443099976,0.0761793702840805,0.025222565978765488,0.0022487540263682604
239.0,0.12839071452617645,0.048390716314315796,0.07588367909193039,0.02516615018248558,0.0023268121294677258
240.0,0.12811279296875,0.04811279475688934,0.07564353942871094,0.025132248178124428,0.0023984932340681553
241.0,0.1278647631406784,0.04786476492881775,0.07540027797222137,0.025066876783967018,0.0024686374235898256
242.0,0.12760969996452332,0.04760970175266266,0.07515110820531845,0.024998093023896217,0.0025433108676224947
243.0,0.1273718625307083,0.047371864318847656,0.07489423453807831,0.02490554377436638,0.0026168220210820436
244.0,0.12713414430618286,0.047134146094322205,0.07463972270488739,0.024811331182718277,0.0026942442636936903
245.0,0.12692686915397644,0.046926870942115784,0.07439456880092621,0.024701237678527832,0.0027664576191455126
246.0,0.12672185897827148,0.04672186076641083,0.0741635411977768,0.02460075542330742,0.002840921515598893
247.0,0.12655049562454224,0.04655049741268158,0.07394228875637054,0.02448301762342453,0.002908774185925722
248.0,0.12637953460216522,0.046379536390304565,0.07373826950788498,0.02438073605298996,0.002977997763082385
249.0,0.1262393444776535,0.04623934626579285,0.0735471248626709,0.02426738478243351,0.003040396375581622
250.0,0.1261111944913864,0.04611119627952576,0.07337445020675659,0.02416386641561985,0.0030993849504739046
251.0,0.12599797546863556,0.0459979772567749,0.07321198284626007,0.024059226736426353,0.0031547786202281713
252.0,0.12590309977531433,0.045903101563453674,0.07305970042943954,0.023951290175318718,0.003205307759344578
253.0,0.12580807507038116,0.04580807685852051,0.07291194051504135,0.023848164826631546,0.003255696501582861
254.0,0.12573546171188354,0.04573546350002289,0.07276804000139236,0.02373128943145275,0.0033012849744409323
255.0,0.1256522685289383,0.04565227031707764,0.0726250410079956,0.023624237626791,0.0033485330641269684
256.0,0.1255965679883957,0.045596569776535034,0.07248450070619583,0.023496946319937706,0.0033909869380295277
257.0,0.12552528083324432,0.04552528262138367,0.07234416157007217,0.023383773863315582,0.003435106249526143
258.0,0.12548261880874634,0.04548262059688568,0.07220768928527832,0.02325052209198475,0.0034745498560369015
259.0,0.12542586028575897,0.045425862073898315,0.07207139581441879,0.023130908608436584,0.003514624200761318
260.0,0.1253925859928131,0.045392587780952454,0.07193933427333832,0.022996125742793083,0.0035506163258105516
261.0,0.1253497302532196,0.04534973204135895,0.07180613279342651,0.02287008799612522,0.003586316481232643
262.0,0.12532326579093933,0.045323267579078674,0.07167637348175049,0.02273428440093994,0.0036188242956995964
263.0,0.1252913922071457,0.045291393995285034,0.07154391705989838,0.02260211668908596,0.0036504047457128763
264.0,0.12527096271514893,0.04527096450328827,0.0714149922132492,0.022464632987976074,0.00367939006537199
265.0,0.12524795532226562,0.04524795711040497,0.07128344476222992,0.022328678518533707,0.0037068105302751064
266.0,0.1252332329750061,0.04523323476314545,0.07115568220615387,0.02219039388000965,0.003732049372047186
267.0,0.12521672248840332,0.045216724276542664,0.07102508097887039,0.022053051739931107,0.003755307523533702
268.0,0.1252075731754303,0.04520757496356964,0.07089784741401672,0.021913660690188408,0.0037766117602586746
269.0,0.1251949965953827,0.045194998383522034,0.07076728343963623,0.021776370704174042,0.003795912954956293
270.0,0.12519092857837677,0.04519093036651611,0.07063822448253632,0.02163386531174183,0.0038134297356009483
271.0,0.12517939507961273,0.045179396867752075,0.07050412148237228,0.021495318040251732,0.0038294056430459023
272.0,0.12517960369586945,0.04517960548400879,0.0703691616654396,0.021345943212509155,0.003843611804768443
273.0,0.12516610324382782,0.04516610503196716,0.07022684812545776,0.02120363898575306,0.0038571078330278397
274.0,0.12516893446445465,0.045168936252593994,0.0700807124376297,0.0210430808365345,0.0038686918560415506
275.0,0.1251499205827713,0.045149922370910645,0.06992366164922714,0.020892951637506485,0.003880786709487438
276.0,0.12515224516391754,0.045152246952056885,0.06975873559713364,0.02071581967175007,0.0038906699046492577
277.0,0.12512391805648804,0.04512391984462738,0.06957763433456421,0.02055114507675171,0.0039025703445076942
278.0,0.12512008845806122,0.04512009024620056,0.06938271969556808,0.02035057172179222,0.003912058658897877
279.0,0.12507770955562592,0.04507771134376526,0.06916312873363495,0.020160449668765068,0.003924964461475611
280.0,0.1250586211681366,0.04505862295627594,0.06891915947198868,0.019924605265259743,0.003935930784791708
281.0,0.1249944269657135,0.044994428753852844,0.06863565742969513,0.019690129905939102,0.003951097838580608
282.0,0.12494658678770065,0.044946588575839996,0.06830739229917526,0.019395001232624054,0.003965802025049925
